id,side,price,qty
3904,SELL,103,2
3905,SELL,102,1
3906,BUY,95,64
3907,BUY,99,46
3908,BUY,100,20
3909,SELL,103,43
3910,BUY,102,15
3911,SELL,104,74
3912,SELL,97,99
3913,BUY,99,59
3914,SELL,97,36
3915,SELL,99,63
3916,SELL,104,58
3917,SELL,101,26
3918,BUY,104,3
3919,BUY,100,45
3920,SELL,100,71
3921,SELL,95,63
3922,BUY,98,71
3923,BUY,100,49
3924,SELL,100,14
3925,BUY,98,92
3926,BUY,103,91
3927,SELL,95,72
3928,BUY,101,72
3929,SELL,101,20
3930,SELL,100,22
3931,SELL,97,92
3932,BUY,98,47
3933,BUY,100,54
3934,BUY,101,64
3935,BUY,104,13
3936,SELL,99,15
3937,SELL,105,63
3938,SELL,99,19
3939,BUY,98,23
3940,SELL,96,47
3941,SELL,104,93
3942,BUY,102,94
3943,SELL,96,52
3944,SELL,95,3
3945,BUY,104,67
3946,SELL,98,64
3947,BUY,102,11
3948,SELL,105,31
3949,SELL,105,65
3950,BUY,97,29
3951,BUY,100,78
3952,BUY,102,1
3953,BUY,99,90
3954,SELL,95,51
3955,SELL,95,25
3956,SELL,105,23
3957,SELL,100,74
3958,BUY,102,81
3959,SELL,104,24
3960,BUY,98,5
3961,SELL,97,24
3962,BUY,95,37
3963,BUY,96,97
3964,BUY,98,30
3965,SELL,97,1
3966,BUY,102,86
3967,BUY,99,15
3968,BUY,96,66
3969,BUY,103,62
3970,SELL,95,13
3971,BUY,101,31
3972,BUY,99,63
3973,BUY,96,82
3974,SELL,99,85
3975,BUY,96,41
3976,BUY,103,4
3977,SELL,95,90
3978,BUY,104,69
3979,SELL,98,94
3980,SELL,104,82
3981,BUY,97,21
3982,BUY,103,97
3983,BUY,96,29
3984,BUY,105,19
3985,SELL,101,15
3986,SELL,100,97
3987,BUY,98,65
3988,SELL,95,99
3989,BUY,100,5
3990,BUY,96,26
3991,SELL,102,57
3992,SELL,105,5
3993,BUY,101,83
3994,SELL,95,96
3995,BUY,104,46
3996,BUY,100,82
3997,SELL,102,69
3998,SELL,100,77
3999,BUY,97,49
4000,SELL,96,82
4001,BUY,100,18
4002,BUY,104,22
4003,BUY,101,16
4004,SELL,105,65
4005,BUY,103,8
4006,BUY,101,27
4007,SELL,95,81
4008,SELL,103,63
4009,BUY,105,51
4010,SELL,100,74
4011,BUY,104,14
4012,BUY,101,67
4013,BUY,103,9
4014,SELL,99,30
4015,BUY,95,86
4016,BUY,96,92
4017,SELL,103,27
4018,SELL,104,45
4019,SELL,96,72
4020,SELL,96,62
4021,BUY,105,36
4022,BUY,103,70
4023,SELL,96,64
4024,SELL,97,33
4025,BUY,103,88
4026,BUY,96,39
4027,BUY,99,60
4028,SELL,96,29
4029,SELL,99,17
4030,SELL,102,46
4031,BUY,104,11
4032,BUY,100,8
4033,BUY,97,94
4034,SELL,100,37
4035,BUY,98,54
4036,BUY,99,59
4037,BUY,103,50
4038,SELL,100,81
4039,SELL,98,85
4040,SELL,104,56
4041,SELL,101,34
4042,BUY,100,73
4043,BUY,105,24
4044,BUY,103,61
4045,SELL,100,34
4046,BUY,96,98
4047,SELL,103,95
4048,SELL,98,78
4049,SELL,96,47
4050,SELL,98,22
4051,SELL,102,33
4052,BUY,100,30
4053,BUY,95,36
4054,SELL,99,68
4055,BUY,98,38
4056,SELL,97,19
4057,SELL,100,46
4058,SELL,103,74
4059,SELL,95,71
4060,BUY,95,24
4061,SELL,100,78
4062,SELL,98,73
4063,BUY,105,21
4064,BUY,103,59
4065,SELL,100,86
4066,BUY,97,69
4067,BUY,97,36
4068,BUY,102,43
4069,SELL,97,91
4070,SELL,96,27
4071,SELL,100,50
4072,SELL,95,13
4073,SELL,96,95
4074,BUY,105,74
4075,SELL,98,93
4076,SELL,100,13
4077,SELL,105,71
4078,SELL,102,46
4079,BUY,95,27
4080,BUY,102,53
4081,SELL,97,12
4082,SELL,95,39
4083,BUY,104,81
4084,BUY,103,61
4085,BUY,103,31
4086,SELL,96,59
4087,SELL,102,38
4088,SELL,103,89
4089,BUY,97,8
4090,SELL,95,63
4091,SELL,102,42
4092,BUY,105,12
4093,BUY,104,81
4094,BUY,100,48
4095,SELL,105,11
4096,BUY,104,12
4097,BUY,103,17
4098,SELL,100,3
4099,SELL,99,63
4100,BUY,105,18
4101,BUY,102,55
4102,SELL,95,73
4103,SELL,100,19
4104,BUY,95,21
4105,BUY,103,73
4106,BUY,96,67
4107,BUY,100,16
4108,BUY,98,2
4109,SELL,103,38
4110,BUY,97,7
4111,SELL,99,41
4112,SELL,105,57
4113,SELL,102,15
4114,SELL,95,46
4115,BUY,98,6
4116,SELL,104,16
4117,BUY,104,53
4118,SELL,101,89
4119,SELL,101,20
4120,SELL,98,73
4121,BUY,100,22
4122,SELL,96,12
4123,BUY,99,3
4124,SELL,103,2
4125,BUY,98,30
4126,SELL,96,26
4127,SELL,96,70
4128,SELL,102,20
4129,BUY,105,94
4130,SELL,102,64
4131,SELL,96,25
4132,BUY,104,10
4133,SELL,105,8
4134,BUY,102,1
4135,SELL,104,93
4136,BUY,102,27
4137,SELL,103,95
4138,BUY,97,49
4139,SELL,98,41
4140,BUY,95,69
4141,SELL,104,13
4142,BUY,99,25
4143,SELL,105,78
4144,SELL,103,27
4145,SELL,100,37
4146,BUY,99,2
4147,SELL,103,80
4148,SELL,102,41
4149,SELL,103,37
4150,SELL,96,5
4151,BUY,96,13
4152,BUY,105,8
4153,BUY,98,40
4154,BUY,101,50
4155,BUY,95,56
4156,BUY,96,39
4157,SELL,105,85
4158,SELL,102,36
4159,BUY,99,87
4160,SELL,104,67
4161,BUY,97,10
4162,SELL,100,73
4163,BUY,100,76
4164,SELL,101,17
4165,SELL,97,80
4166,SELL,102,10
4167,SELL,101,47
4168,BUY,96,29
4169,SELL,98,2
4170,SELL,99,39
4171,BUY,95,62
4172,BUY,102,68
4173,BUY,105,22
4174,BUY,96,48
4175,BUY,100,16
4176,SELL,105,47
4177,BUY,104,51
4178,SELL,105,87
4179,SELL,98,31
4180,BUY,102,95
4181,SELL,102,93
4182,BUY,95,46
4183,BUY,104,60
4184,BUY,102,78
4185,SELL,101,37
4186,BUY,104,85
4187,SELL,100,83
4188,BUY,101,51
4189,BUY,95,72
4190,SELL,97,45
4191,BUY,96,87
4192,SELL,99,54
4193,BUY,95,46
4194,SELL,96,75
4195,SELL,105,96
4196,BUY,98,100
4197,BUY,102,89
4198,SELL,98,68
4199,SELL,102,73
4200,SELL,98,2
4201,BUY,102,45
4202,SELL,100,64
4203,BUY,96,39
4204,BUY,99,51
4205,SELL,95,37
4206,SELL,100,61
4207,BUY,104,37
4208,BUY,100,49
4209,BUY,103,27
4210,SELL,98,35
4211,BUY,97,73
4212,BUY,101,32
4213,BUY,95,3
4214,BUY,101,71
4215,BUY,98,55
4216,SELL,98,43
4217,SELL,99,20
4218,BUY,105,32
4219,SELL,102,47
4220,BUY,95,24
4221,SELL,105,72
4222,SELL,100,27
4223,BUY,99,25
4224,SELL,103,13
4225,SELL,99,19
4226,BUY,100,91
4227,SELL,102,25
4228,SELL,102,68
4229,BUY,101,83
4230,BUY,99,83
4231,SELL,104,28
4232,SELL,105,70
4233,BUY,97,71
4234,BUY,95,18
4235,BUY,95,4
4236,SELL,101,78
4237,BUY,99,97
4238,SELL,100,96
4239,SELL,105,95
4240,SELL,102,21
4241,SELL,104,47
4242,BUY,97,55
4243,SELL,101,46
4244,SELL,101,81
4245,SELL,101,17
4246,BUY,100,7
4247,BUY,105,67
4248,BUY,98,20
4249,BUY,101,92
4250,BUY,97,53
4251,SELL,102,75
4252,BUY,104,95
4253,BUY,95,89
4254,SELL,101,18
4255,BUY,102,3
4256,BUY,97,90
4257,SELL,103,63
4258,BUY,101,100
4259,BUY,97,28
4260,BUY,101,43
4261,SELL,102,42
4262,BUY,103,64
4263,BUY,96,100
4264,SELL,98,57
4265,SELL,104,33
4266,SELL,99,92
4267,BUY,99,69
4268,BUY,104,80
4269,SELL,101,88
4270,BUY,95,67
4271,BUY,100,33
4272,SELL,98,42
4273,BUY,98,95
4274,BUY,95,21
4275,SELL,97,86
4276,SELL,99,13
4277,SELL,98,43
4278,BUY,99,78
4279,BUY,103,77
4280,BUY,100,27
4281,BUY,104,47
4282,SELL,95,34
4283,SELL,101,44
4284,SELL,96,74
4285,BUY,99,77
4286,BUY,97,50
4287,BUY,96,73
4288,BUY,105,26
4289,BUY,100,52
4290,SELL,103,62
4291,BUY,102,56
4292,SELL,96,96
4293,SELL,104,53
4294,BUY,97,72
4295,SELL,97,73
4296,BUY,95,20
4297,BUY,96,54
4298,BUY,105,63
4299,SELL,99,7
4300,SELL,101,61
4301,BUY,95,100
4302,SELL,99,4
4303,SELL,100,91
4304,BUY,97,7
4305,BUY,102,41
4306,SELL,95,69
4307,SELL,105,27
4308,BUY,102,89
4309,BUY,105,27
4310,SELL,103,71
4311,SELL,104,54
4312,SELL,95,27
4313,BUY,105,77
4314,BUY,102,22
4315,BUY,99,65
4316,BUY,105,55
4317,BUY,102,93
4318,BUY,100,63
4319,SELL,100,53
4320,BUY,96,73
4321,BUY,101,49
4322,SELL,101,41
4323,SELL,105,20
4324,SELL,100,27
4325,BUY,100,39
4326,BUY,99,17
4327,BUY,98,61
4328,SELL,98,71
4329,SELL,97,22
4330,SELL,105,45
4331,SELL,104,38
4332,SELL,95,15
4333,SELL,100,79
4334,BUY,97,61
4335,SELL,105,48
4336,BUY,95,4
4337,SELL,102,81
4338,SELL,103,56
4339,BUY,98,86
4340,SELL,102,93
4341,SELL,97,79
4342,BUY,104,4
4343,BUY,95,51
4344,BUY,97,64
4345,BUY,103,73
4346,SELL,105,54
4347,SELL,103,23
4348,BUY,97,48
4349,BUY,105,19
4350,BUY,95,91
4351,BUY,103,3
4352,BUY,104,9
4353,SELL,98,85
4354,BUY,101,24
4355,BUY,96,93
4356,SELL,95,23
4357,SELL,105,26
4358,BUY,102,50
4359,BUY,95,46
4360,BUY,101,63
4361,SELL,105,81
4362,BUY,105,34
4363,SELL,100,50
4364,BUY,95,70
4365,BUY,102,51
4366,SELL,96,75
4367,SELL,103,34
4368,SELL,100,49
4369,BUY,98,1
4370,SELL,103,3
4371,BUY,98,37
4372,BUY,95,1
4373,BUY,98,96
4374,BUY,97,60
4375,SELL,101,19
4376,SELL,101,68
4377,SELL,97,36
4378,BUY,102,12
4379,BUY,102,39
4380,SELL,99,75
4381,BUY,101,1
4382,SELL,95,17
4383,BUY,102,8
4384,BUY,102,83
4385,BUY,95,28
4386,SELL,99,93
4387,BUY,100,89
4388,BUY,105,92
4389,BUY,104,9
4390,BUY,102,44
4391,SELL,98,48
4392,BUY,95,29
4393,SELL,97,80
4394,SELL,99,18
4395,SELL,102,39
4396,BUY,104,49
4397,BUY,99,28
4398,BUY,96,3
4399,SELL,103,93
4400,BUY,101,45
4401,BUY,101,60
4402,BUY,99,22
4403,BUY,100,53
4404,SELL,96,26
4405,SELL,104,54
4406,BUY,105,79
4407,SELL,97,87
4408,SELL,103,61
4409,SELL,95,4
4410,BUY,96,54
4411,BUY,102,20
4412,BUY,99,43
4413,BUY,97,73
4414,SELL,96,53
4415,SELL,102,49
4416,BUY,100,77
4417,BUY,105,18
4418,SELL,103,8
4419,BUY,98,56
4420,BUY,102,44
4421,SELL,103,14
4422,BUY,102,93
4423,BUY,105,64
4424,SELL,98,46
4425,BUY,101,59
4426,SELL,95,41
4427,SELL,102,76
4428,SELL,103,61
4429,SELL,102,90
4430,SELL,97,50
4431,SELL,97,90
4432,BUY,104,19
4433,BUY,104,86
4434,SELL,95,20
4435,BUY,99,33
4436,SELL,96,43
4437,SELL,101,42
4438,BUY,97,15
4439,SELL,95,14
4440,BUY,98,56
4441,BUY,98,45
4442,BUY,98,39
4443,BUY,103,90
4444,SELL,103,8
4445,SELL,105,75
4446,SELL,96,80
4447,SELL,98,35
4448,BUY,103,88
4449,SELL,95,7
4450,BUY,96,58
4451,BUY,101,64
4452,BUY,97,88
4453,BUY,95,53
4454,SELL,102,88
4455,SELL,103,87
4456,SELL,98,52
4457,BUY,100,2
4458,SELL,99,30
4459,SELL,102,55
4460,SELL,95,80
4461,BUY,103,22
4462,SELL,102,29
4463,BUY,98,57
4464,SELL,103,72
4465,BUY,98,36
4466,BUY,103,39
4467,SELL,98,58
4468,SELL,103,1
4469,SELL,97,31
4470,SELL,100,86
4471,BUY,103,93
4472,SELL,100,25
4473,BUY,97,91
4474,SELL,96,50
4475,SELL,99,71
4476,SELL,104,14
4477,BUY,95,42
4478,SELL,95,71
4479,SELL,97,24
4480,SELL,98,60
4481,BUY,104,8
4482,BUY,104,75
4483,SELL,95,60
4484,BUY,95,79
4485,SELL,95,9
4486,BUY,105,86
4487,BUY,100,46
4488,SELL,97,2
4489,BUY,99,35
4490,SELL,96,67
4491,BUY,102,95
4492,SELL,95,89
4493,SELL,99,94
4494,SELL,96,77
4495,SELL,103,58
4496,BUY,104,86
4497,SELL,103,100
4498,BUY,102,44
4499,SELL,103,100
4500,BUY,99,73
4501,SELL,96,56
4502,BUY,98,59
4503,SELL,96,1
4504,BUY,99,18
4505,BUY,96,58
4506,BUY,105,47
4507,SELL,95,29
4508,BUY,96,61
4509,SELL,95,29
4510,BUY,103,55
4511,BUY,101,98
4512,BUY,97,62
4513,BUY,97,33
4514,SELL,96,52
4515,BUY,103,64
4516,SELL,96,61
4517,SELL,103,29
4518,SELL,103,2
4519,SELL,98,99
4520,BUY,95,14
4521,SELL,99,49
4522,BUY,100,60
4523,SELL,98,73
4524,SELL,104,78
4525,BUY,105,81
4526,BUY,104,57
4527,BUY,99,83
4528,SELL,98,13
4529,SELL,96,32
4530,BUY,100,26
4531,SELL,97,97
4532,BUY,98,19
4533,SELL,96,53
4534,SELL,95,58
4535,SELL,101,22
4536,SELL,100,54
4537,SELL,103,80
4538,BUY,103,96
4539,SELL,104,34
4540,BUY,98,18
4541,BUY,96,6
4542,SELL,95,67
4543,BUY,103,48
4544,BUY,96,6
4545,SELL,100,94
4546,BUY,104,60
4547,BUY,103,49
4548,BUY,100,94
4549,BUY,103,97
4550,BUY,97,24
4551,BUY,95,20
4552,BUY,97,13
4553,BUY,105,41
4554,SELL,105,86
4555,SELL,99,52
4556,SELL,105,94
4557,BUY,98,16
4558,SELL,99,11
4559,BUY,102,16
4560,SELL,105,59
4561,BUY,101,17
4562,BUY,96,75
4563,SELL,100,91
4564,SELL,97,84
4565,SELL,98,45
4566,BUY,101,41
4567,SELL,104,23
4568,SELL,105,39
4569,BUY,102,79
4570,BUY,95,11
4571,SELL,100,63
4572,BUY,98,100
4573,BUY,101,64
4574,SELL,95,23
4575,BUY,104,96
4576,BUY,95,24
4577,BUY,97,31
4578,BUY,99,32
4579,SELL,98,58
4580,SELL,105,27
4581,BUY,99,9
4582,BUY,101,34
4583,SELL,98,86
4584,SELL,99,48
4585,SELL,96,20
4586,SELL,103,71
4587,SELL,95,77
4588,SELL,97,8
4589,SELL,100,47
4590,BUY,105,1
4591,BUY,105,21
4592,SELL,98,85
4593,SELL,100,51
4594,BUY,100,52
4595,BUY,100,94
4596,BUY,99,76
4597,SELL,100,90
4598,SELL,103,12
4599,SELL,103,33
4600,BUY,99,49
4601,SELL,102,20
4602,BUY,95,63
4603,BUY,103,27
4604,BUY,95,36
4605,SELL,98,81
4606,BUY,104,38
4607,SELL,104,42
4608,SELL,105,6
4609,SELL,105,22
4610,BUY,98,38
4611,SELL,103,38
4612,BUY,105,54
4613,BUY,96,42
4614,BUY,105,87
4615,SELL,96,22
4616,BUY,101,88
4617,BUY,101,4
4618,BUY,99,39
4619,BUY,98,70
4620,BUY,102,87
4621,SELL,102,10
4622,BUY,99,16
4623,SELL,95,95
4624,SELL,100,5
4625,SELL,101,77
4626,SELL,100,76
4627,SELL,98,82
4628,BUY,104,54
4629,BUY,95,5
4630,SELL,101,30
4631,BUY,104,14
4632,SELL,97,72
4633,BUY,105,3
4634,BUY,103,25
4635,SELL,104,45
4636,SELL,95,47
4637,BUY,104,36
4638,BUY,100,42
4639,BUY,98,71
4640,SELL,105,51
4641,BUY,98,40
4642,BUY,105,94
4643,BUY,104,30
4644,SELL,96,70
4645,BUY,104,37
4646,BUY,102,42
4647,SELL,96,20
4648,SELL,101,58
4649,SELL,102,42
4650,BUY,101,30
4651,SELL,96,75
4652,SELL,104,36
4653,BUY,96,4
4654,BUY,97,51
4655,BUY,102,94
4656,SELL,104,33
4657,BUY,100,31
4658,BUY,99,5
4659,SELL,103,16
4660,SELL,95,86
4661,BUY,103,25
4662,SELL,97,70
4663,SELL,96,93
4664,BUY,101,41
4665,BUY,100,92
4666,BUY,98,83
4667,BUY,97,4
4668,BUY,97,40
4669,BUY,99,77
4670,BUY,98,39
4671,SELL,98,54
4672,BUY,95,11
4673,SELL,102,21
4674,SELL,97,2
4675,BUY,96,28
4676,BUY,97,71
4677,BUY,95,87
4678,SELL,97,91
4679,SELL,95,36
4680,BUY,103,23
4681,BUY,103,82
4682,SELL,105,86
4683,BUY,102,61
4684,SELL,100,8
4685,SELL,103,99
4686,BUY,99,1
4687,SELL,95,67
4688,BUY,98,26
4689,BUY,101,59
4690,SELL,99,87
4691,BUY,105,27
4692,BUY,99,16
4693,BUY,104,67
4694,SELL,103,60
4695,SELL,100,65
4696,SELL,96,94
4697,BUY,95,39
4698,BUY,103,79
4699,SELL,103,21
4700,SELL,100,45
4701,BUY,104,53
4702,SELL,105,47
4703,SELL,98,50
4704,SELL,96,89
4705,BUY,100,25
4706,BUY,104,41
4707,BUY,100,95
4708,SELL,100,29
4709,BUY,99,78
4710,BUY,96,46
4711,BUY,98,4
4712,SELL,100,25
4713,SELL,105,19
4714,BUY,99,2
4715,SELL,95,63
4716,BUY,95,23
4717,BUY,103,19
4718,SELL,101,93
4719,BUY,104,56
4720,BUY,103,1
4721,SELL,97,77
4722,SELL,99,47
4723,SELL,98,65
4724,SELL,95,60
4725,BUY,100,62
4726,SELL,98,4
4727,SELL,105,10
4728,SELL,105,76
4729,BUY,99,13
4730,SELL,98,31
4731,BUY,98,84
4732,BUY,95,66
4733,SELL,98,89
4734,BUY,95,33
4735,SELL,105,96
4736,BUY,101,20
4737,SELL,98,7
4738,SELL,95,67
4739,SELL,100,89
4740,BUY,99,73
4741,BUY,97,92
4742,SELL,99,69
4743,SELL,96,52
4744,BUY,104,32
4745,BUY,98,7
4746,SELL,102,71
4747,BUY,96,91
4748,BUY,96,50
4749,BUY,103,88
4750,BUY,99,9
4751,SELL,103,8
4752,SELL,98,48
4753,SELL,96,95
4754,BUY,98,92
4755,SELL,101,68
4756,BUY,96,77
4757,SELL,95,74
4758,BUY,104,20
4759,BUY,105,67
4760,BUY,96,78
4761,BUY,102,14
4762,SELL,103,58
4763,SELL,95,94
4764,BUY,102,63
4765,BUY,104,22
4766,BUY,99,8
4767,BUY,98,77
4768,BUY,96,24
4769,BUY,98,90
4770,BUY,97,59
4771,BUY,100,52
4772,SELL,100,74
4773,SELL,98,59
4774,BUY,103,8
4775,SELL,104,63
4776,SELL,102,44
4777,BUY,101,6
4778,BUY,104,14
4779,SELL,103,27
4780,SELL,97,91
4781,SELL,103,89
4782,SELL,99,81
4783,BUY,98,10
4784,SELL,100,97
4785,BUY,102,78
4786,SELL,97,40
4787,BUY,98,24
4788,BUY,99,14
4789,BUY,98,78
4790,SELL,97,48
4791,BUY,100,60
4792,SELL,99,15
4793,BUY,97,61
4794,BUY,101,12
4795,SELL,103,51
4796,BUY,96,81
4797,BUY,104,55
4798,SELL,96,23
4799,BUY,100,94
4800,SELL,105,74
4801,SELL,101,14
4802,BUY,100,9
4803,SELL,105,94
4804,SELL,97,50
4805,SELL,99,41
4806,BUY,99,43
4807,BUY,105,46
4808,BUY,96,88
4809,SELL,95,51
4810,BUY,96,79
4811,BUY,96,57
4812,SELL,102,11
4813,BUY,95,92
4814,BUY,105,98
4815,SELL,99,14
4816,BUY,98,97
4817,BUY,97,98
4818,BUY,104,55
4819,SELL,101,95
4820,SELL,99,57
4821,SELL,95,45
4822,BUY,95,29
4823,BUY,104,34
4824,SELL,100,15
4825,BUY,102,87
4826,SELL,102,76
4827,SELL,105,82
4828,BUY,104,3
4829,SELL,101,54
4830,BUY,98,83
4831,SELL,95,67
4832,SELL,104,54
4833,SELL,96,82
4834,SELL,104,45
4835,BUY,104,27
4836,BUY,104,63
4837,SELL,99,56
4838,SELL,95,99
4839,SELL,105,73
4840,BUY,99,79
4841,SELL,98,20
4842,BUY,102,41
4843,SELL,98,81
4844,BUY,95,8
4845,SELL,95,39
4846,SELL,100,45
4847,SELL,104,33
4848,SELL,105,13
4849,BUY,96,3
4850,SELL,99,8
4851,BUY,102,31
4852,SELL,96,77
4853,BUY,105,61
4854,BUY,101,6
4855,SELL,96,15
4856,BUY,101,53
4857,SELL,104,51
4858,BUY,100,93
4859,SELL,105,95
4860,BUY,104,35
4861,BUY,105,8
4862,BUY,96,7
4863,SELL,102,17
4864,BUY,105,90
4865,SELL,102,49
4866,SELL,99,97
4867,BUY,103,13
4868,BUY,99,30
4869,SELL,99,89
4870,BUY,95,8
4871,BUY,97,84
4872,BUY,98,49
4873,BUY,99,4
4874,SELL,105,45
4875,BUY,103,31
4876,SELL,98,1
4877,SELL,102,99
4878,BUY,95,61
4879,BUY,96,45
4880,SELL,105,87
4881,SELL,97,54
4882,BUY,100,41
4883,BUY,97,7
4884,BUY,97,75
4885,SELL,102,74
4886,SELL,97,10
4887,BUY,101,22
4888,BUY,104,19
4889,BUY,95,52
4890,SELL,98,100
4891,SELL,103,5
4892,BUY,97,20
4893,BUY,105,54
4894,SELL,105,51
4895,SELL,104,70
4896,SELL,100,43
4897,BUY,96,27
4898,SELL,100,62
4899,SELL,102,71
4900,BUY,105,56
4901,SELL,102,5
4902,SELL,100,17
4903,BUY,105,17
4904,SELL,103,68
4905,BUY,96,95
4906,BUY,97,71
4907,BUY,97,71
4908,SELL,99,66
4909,BUY,99,85
4910,SELL,100,74
4911,SELL,96,50
4912,BUY,101,52
4913,SELL,96,91
4914,BUY,102,52
4915,BUY,98,10
4916,SELL,101,30
4917,SELL,97,8
4918,SELL,100,37
4919,SELL,97,59
4920,BUY,95,69
4921,SELL,100,18
4922,BUY,105,85
4923,BUY,101,69
4924,BUY,98,29
4925,SELL,104,98
4926,SELL,98,35
4927,SELL,102,65
4928,SELL,95,19
4929,BUY,101,54
4930,BUY,98,74
4931,SELL,103,17
4932,SELL,104,2
4933,BUY,102,25
4934,SELL,95,63
4935,BUY,96,58
4936,SELL,99,51
4937,SELL,101,22
4938,BUY,102,50
4939,BUY,98,18
4940,SELL,101,9
4941,SELL,99,45
4942,SELL,97,52
4943,BUY,98,49
4944,BUY,100,87
4945,SELL,98,19
4946,SELL,95,12
4947,BUY,101,20
4948,SELL,102,19
4949,SELL,102,42
4950,SELL,100,56
4951,SELL,100,11
4952,BUY,98,6
4953,BUY,104,67
4954,BUY,98,22
4955,SELL,97,20
4956,SELL,97,82
4957,SELL,104,90
4958,BUY,97,87
4959,SELL,95,28
4960,SELL,96,92
4961,BUY,103,8
4962,SELL,96,76
4963,BUY,105,34
4964,BUY,102,85
4965,BUY,103,26
4966,SELL,102,84
4967,SELL,97,54
4968,BUY,99,46
4969,SELL,102,61
4970,SELL,104,10
4971,BUY,98,61
4972,BUY,99,97
4973,SELL,98,26
4974,BUY,100,85
4975,SELL,101,92
4976,SELL,99,91
4977,SELL,101,39
4978,BUY,104,84
4979,BUY,104,62
4980,BUY,98,30
4981,BUY,98,4
4982,SELL,104,3
4983,BUY,101,40
4984,BUY,100,86
4985,BUY,96,2
4986,BUY,104,1
4987,SELL,96,35
4988,SELL,96,73
4989,SELL,95,50
4990,BUY,99,25
4991,BUY,104,43
4992,BUY,105,96
4993,BUY,104,81
4994,BUY,96,86
4995,SELL,102,34
4996,SELL,101,28
4997,BUY,97,8
4998,BUY,95,51
4999,BUY,104,22
5000,BUY,102,41
5001,BUY,100,84
5002,BUY,96,28
5003,SELL,103,56
5004,SELL,105,69
5005,SELL,97,33
5006,BUY,101,57
5007,BUY,97,84
5008,SELL,105,50
5009,SELL,105,12
5010,BUY,101,49
5011,BUY,98,29
5012,BUY,97,75
5013,BUY,103,6
5014,SELL,99,73
5015,BUY,102,57
5016,BUY,103,94
5017,SELL,103,62
5018,BUY,101,28
5019,BUY,104,65
5020,SELL,97,28
5021,SELL,99,12
5022,BUY,97,15
5023,BUY,100,85
5024,SELL,102,4
5025,BUY,97,36
5026,BUY,99,84
5027,SELL,98,20
5028,BUY,95,78
5029,BUY,99,99
5030,BUY,96,97
5031,SELL,100,78
5032,SELL,97,95
5033,BUY,101,71
5034,SELL,105,58
5035,SELL,100,67
5036,BUY,100,54
5037,BUY,97,45
5038,BUY,97,55
5039,BUY,97,53
5040,BUY,103,83
5041,BUY,95,67
5042,BUY,96,35
5043,BUY,98,51
5044,SELL,104,35
5045,BUY,104,6
5046,SELL,104,74
5047,SELL,96,37
5048,BUY,100,63
5049,SELL,102,75
5050,SELL,95,42
5051,SELL,97,59
5052,BUY,102,49
5053,BUY,101,71
5054,BUY,102,38
5055,SELL,102,1
5056,BUY,96,71
5057,BUY,100,68
5058,SELL,99,23
5059,BUY,104,53
5060,BUY,95,45
5061,SELL,105,84
5062,SELL,102,86
5063,BUY,105,12
5064,BUY,105,82
5065,SELL,99,2
5066,SELL,105,74
5067,SELL,98,67
5068,SELL,96,79
5069,BUY,98,91
5070,BUY,98,85
5071,BUY,104,19
5072,BUY,101,89
5073,SELL,103,22
5074,BUY,98,30
5075,SELL,104,91
5076,BUY,99,48
5077,SELL,95,45
5078,BUY,98,6
5079,BUY,105,98
5080,BUY,99,19
5081,BUY,102,57
5082,SELL,96,73
5083,BUY,98,52
5084,BUY,102,38
5085,BUY,96,45
5086,SELL,104,12
5087,BUY,101,49
5088,SELL,101,53
5089,SELL,104,99
5090,BUY,102,89
5091,SELL,105,33
5092,SELL,101,13
5093,SELL,101,3
5094,BUY,99,98
5095,SELL,95,44
5096,SELL,97,22
5097,SELL,103,69
5098,BUY,100,12
5099,SELL,100,32
5100,BUY,101,78
5101,SELL,95,15
5102,BUY,95,57
5103,BUY,103,76
5104,BUY,103,19
5105,BUY,96,67
5106,BUY,100,16
5107,BUY,104,4
5108,BUY,101,85
5109,BUY,98,51
5110,SELL,98,68
5111,SELL,95,65
5112,BUY,102,84
5113,BUY,99,35
5114,BUY,103,18
5115,BUY,98,89
5116,BUY,100,99
5117,BUY,100,58
5118,BUY,103,53
5119,BUY,98,8
5120,SELL,95,93
5121,BUY,96,53
5122,BUY,101,56
5123,SELL,103,10
5124,SELL,103,28
5125,BUY,96,32
5126,BUY,98,72
5127,BUY,101,8
5128,BUY,104,15
5129,SELL,104,60
5130,BUY,105,13
5131,BUY,100,42
5132,BUY,102,90
5133,SELL,97,28
5134,BUY,105,10
5135,BUY,95,65
5136,BUY,98,70
5137,SELL,103,4
5138,SELL,101,1
5139,BUY,100,54
5140,SELL,104,10
5141,SELL,98,37
5142,SELL,97,28
5143,SELL,101,8
5144,SELL,105,15
5145,SELL,102,93
5146,SELL,99,64
5147,BUY,95,56
5148,SELL,105,18
5149,SELL,96,75
5150,BUY,104,93
5151,SELL,95,10
5152,SELL,99,71
5153,BUY,100,55
5154,BUY,100,18
5155,SELL,105,1
5156,SELL,103,35
5157,SELL,104,64
5158,BUY,105,52
5159,SELL,102,67
5160,BUY,95,17
5161,BUY,102,17
5162,SELL,103,81
5163,SELL,105,47
5164,SELL,101,45
5165,SELL,95,75
5166,SELL,98,93
5167,BUY,96,16
5168,SELL,102,82
5169,SELL,104,43
5170,BUY,97,57
5171,BUY,102,27
5172,BUY,104,61
5173,BUY,101,20
5174,SELL,101,9
